Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm),Thickness(m),Width(m),Final length(m),Axial gauge length(m),Transverse gauge length(m),Crosshead Rate(mm/min)
96.4,8.034,40142.12,0.13788,0.06555,,,,,,
96.5,8.042,40113.62,0.13822,0.0656,,,,,,
96.6,8.05,40087.06,0.13857,0.06565,,,,,,
96.7,8.059,40067.84,0.1389,0.06569,,,,,,
96.8,8.067,40048.1,0.13924,0.06574,,,,,,
96.9,8.075,40031.29,0.13958,0.06578,,,,,,
97,8.084,40009.64,0.13992,0.06583,,,,,,
97.1,8.092,39963.2,0.14026,0.06587,,,,,,
97.2,8.1,39951.15,0.1406,0.06592,,,,,,
97.3,8.109,39915.48,0.14094,0.06596,,,,,,
97.4,8.117,39889.64,0.14128,0.06601,,,,,,
97.5,8.125,39865.49,0.14162,0.06605,,,,,,
97.6,8.134,39851.77,0.14195,0.06609,,,,,,
97.7,8.142,39847.74,0.1423,0.06613,,,,,,
97.8,8.15,39825.58,0.14264,0.06617,,,,,,
97.9,8.159,39789.45,0.14298,0.06622,,,,,,
98,8.167,39760.86,0.14332,0.06626,,,,,,
98.1,8.175,39743.42,0.14366,0.0663,,,,,,
98.2,8.184,39707.88,0.14401,0.06634,,,,,,
98.3,8.192,39675.56,0.14435,0.06637,,,,,,
98.4,8.2,39652.25,0.1447,0.06641,,,,,,
98.5,8.208,39643.8,0.14503,0.06645,,,,,,
98.6,8.217,39622.32,0.14538,0.06649,,,,,,
98.7,8.225,39592.3,0.14572,0.06653,,,,,,
98.8,8.234,39554.73,0.14606,0.06656,,,,,,
98.9,8.242,39545.44,0.14641,0.0666,,,,,,
99,8.25,39517.19,0.14676,0.06664,,,,,,
99.1,8.259,39492.07,0.1471,0.06667,,,,,,
99.2,8.267,39454.21,0.14744,0.06671,,,,,,
99.3,8.275,39437.39,0.14779,0.06674,,,,,,
99.4,8.284,39427.96,0.14814,0.06678,,,,,,
99.5,8.292,39389.36,0.14848,0.06681,,,,,,
99.6,8.3,39355.22,0.14883,0.06684,,,,,,
99.7,8.309,39334.79,0.14917,0.06687,,,,,,
99.8,8.317,39310.22,0.14952,0.06691,,,,,,
99.9,8.325,39273.25,0.14986,0.06694,,,,,,
100,8.334,39252.76,0.15021,0.06697,,,,,,
100.1,8.342,39240.46,0.15056,0.067,,,,,,
100.2,8.35,39232.26,0.1509,0.06703,,,,,,
100.3,8.359,39199.33,0.15124,0.06706,,,,,,
100.4,8.367,39159.09,0.15159,0.06709,,,,,,
100.5,8.375,39129.12,0.15194,0.06712,,,,,,
100.6,8.383,39091.18,0.15228,0.06715,,,,,,
100.7,8.392,39066.98,0.15263,0.06718,,,,,,
100.8,8.4,39036.39,0.15298,0.06721,,,,,,
100.9,8.409,39024.08,0.15333,0.06723,,,,,,
101,8.417,39006.2,0.15368,0.06726,,,,,,
101.1,8.425,38981.35,0.15402,0.06729,,,,,,
101.2,8.433,38940.21,0.15437,0.06731,,,,,,
101.3,8.442,38930.19,0.15471,0.06734,,,,,,
101.4,8.45,38895.72,0.15506,0.06736,,,,,,
101.5,8.459,38859.96,0.15541,0.06739,,,,,,
101.6,8.467,38818.31,0.15577,0.06742,,,,,,
101.7,8.475,38808.38,0.15612,0.06744,,,,,,
101.8,8.483,38790.23,0.15646,0.06746,,,,,,
101.9,8.492,38753.36,0.15682,0.06748,,,,,,
102,8.5,38718.1,0.15717,0.06751,,,,,,
102.1,8.509,38697.97,0.15752,0.06753,,,,,,
102.2,8.517,38666.52,0.15787,0.06755,,,,,,
102.3,8.525,38636.21,0.15821,0.06758,,,,,,
102.4,8.534,38621.93,0.15857,0.0676,,,,,,
102.5,8.542,38606.03,0.15892,0.06762,,,,,,
102.6,8.55,38565.3,0.15927,0.06764,,,,,,
102.7,8.559,38518.22,0.15962,0.06766,,,,,,
102.8,8.567,38496.51,0.15998,0.06768,,,,,,
102.9,8.575,38455.76,0.16032,0.0677,,,,,,
103,8.584,38427.14,0.16067,0.06772,,,,,,
103.1,8.592,38415.6,0.16102,0.06774,,,,,,
103.2,8.6,38398.31,0.16138,0.06776,,,,,,
103.3,8.608,38360.91,0.16173,0.06778,,,,,,
103.4,8.617,38319.4,0.16207,0.06779,,,,,,
103.5,8.625,38310.14,0.16242,0.06781,,,,,,
103.6,8.634,38255.26,0.16277,0.06783,,,,,,
103.7,8.642,38217.51,0.16312,0.06785,,,,,,
103.8,8.65,38194.18,0.16347,0.06786,,,,,,
103.9,8.658,38186.05,0.16382,0.06788,,,,,,
104,8.667,38156.79,0.16418,0.0679,,,,,,
104.1,8.675,38123.66,0.16453,0.06791,,,,,,
104.2,8.684,38100.88,0.16489,0.06793,,,,,,
104.3,8.692,38056.36,0.16523,0.06795,,,,,,
104.4,8.7,38019.25,0.16559,0.06796,,,,,,
104.5,8.709,38003.01,0.16594,0.06797,,,,,,
104.6,8.717,37988.61,0.16629,0.06799,,,,,,
104.7,8.725,37938.52,0.16664,0.068,,,,,,
104.8,8.734,37891.28,0.167,0.06801,,,,,,
104.9,8.742,37881.92,0.16735,0.06803,,,,,,
105,8.75,37837.34,0.1677,0.06804,,,,,,
105.1,8.759,37809.18,0.16805,0.06805,,,,,,
105.2,8.767,37793.65,0.16841,0.06806,,,,,,
105.3,8.775,37765.86,0.16876,0.06808,,,,,,
105.4,8.784,37720.77,0.16911,0.06809,,,,,,
105.5,8.792,37692.17,0.16945,0.0681,,,,,,
105.6,8.8,37645.73,0.1698,0.06811,,,,,,
105.7,8.809,37614.54,0.17015,0.06812,,,,,,
105.8,8.817,37584.62,0.1705,0.06814,,,,,,
105.9,8.825,37575.8,0.17085,0.06815,,,,,,
106,8.833,37551.42,0.17121,0.06816,,,,,,
106.1,8.842,37508.76,0.17156,0.06817,,,,,,
106.2,8.85,37474.99,0.17192,0.06818,,,,,,
106.3,8.859,37435.2,0.17228,0.06818,,,,,,
106.4,8.867,37395.92,0.17263,0.0682,,,,,,
106.5,8.875,37371.99,0.17299,0.0682,,,,,,
106.6,8.883,37345.32,0.17334,0.06821,,,,,,
106.7,8.892,37310.51,0.17369,0.06822,,,,,,
106.8,8.9,37277.88,0.17405,0.06823,,,,,,
106.9,8.908,37240.15,0.1744,0.06824,,,,,,
107,8.917,37200.88,0.17476,0.06825,,,,,,
107.1,8.925,37175.75,0.17512,0.06825,,,,,,
107.2,8.933,37149.98,0.17547,0.06826,,,,,,
107.3,8.942,37117.21,0.17582,0.06827,,,,,,
107.4,8.95,37069.6,0.17619,0.06827,,,,,,
107.5,8.959,37030.21,0.17654,0.06828,,,,,,
107.6,8.967,36984.65,0.1769,0.06829,,,,,,
107.7,8.975,36973.32,0.17724,0.0683,,,,,,
107.8,8.983,36953.04,0.1776,0.0683,,,,,,
107.9,8.992,36913.53,0.17796,0.06831,,,,,,
108,9,36864.52,0.17832,0.06831,,,,,,
108.1,9.008,36828.67,0.17867,0.06832,,,,,,
108.2,9.017,36783.34,0.17903,0.06833,,,,,,
108.3,9.025,36764.72,0.17939,0.06833,,,,,,
108.4,9.034,36739.11,0.17974,0.06834,,,,,,
108.5,9.042,36694.59,0.1801,0.06834,,,,,,
108.6,9.05,36657.75,0.18045,0.06835,,,,,,
108.7,9.058,36617.9,0.18081,0.06835,,,,,,
108.8,9.067,36569.71,0.18117,0.06835,,,,,,
108.9,9.075,36551.41,0.18152,0.06836,,,,,,
109,9.084,36522.77,0.18188,0.06837,,,,,,
109.1,9.092,36484.76,0.18224,0.06837,,,,,,
109.2,9.1,36448.21,0.18261,0.06837,,,,,,
109.3,9.109,36401.4,0.18296,0.06838,,,,,,
109.4,9.117,36358.15,0.18333,0.06838,,,,,,
109.5,9.125,36341.32,0.18369,0.06838,,,,,,
109.6,9.134,36298.39,0.18405,0.06838,,,,,,
109.7,9.142,36248,0.1844,0.06839,,,,,,
109.8,9.15,36210.61,0.18476,0.06839,,,,,,
109.9,9.159,36178.79,0.18512,0.06839,,,,,,
110,9.167,36147.83,0.18548,0.0684,,,,,,
110.1,9.175,36123.29,0.18584,0.0684,,,,,,
110.2,9.183,36074.33,0.1862,0.0684,,,,,,
110.3,9.192,36028.68,0.18656,0.0684,,,,,,
110.4,9.2,35986.79,0.18692,0.06841,,,,,,
110.5,9.209,35937.38,0.18728,0.06841,,,,,,
110.6,9.217,35918.74,0.18764,0.06841,,,,,,
110.7,9.225,35889.61,0.188,0.06841,,,,,,
110.8,9.234,35837.68,0.18836,0.06841,,,,,,
110.9,9.242,35786.05,0.18871,0.06842,,,,,,
111,9.25,35750.08,0.18907,0.06842,,,,,,
111.1,9.259,35721.34,0.18943,0.06842,,,,,,
111.2,9.267,35687.04,0.18979,0.06842,,,,,,
111.3,9.275,35638.71,0.19016,0.06842,,,,,,
111.4,9.284,35606.18,0.19052,0.06842,,,,,,
111.5,9.292,35558.2,0.19088,0.06842,,,,,,
111.6,9.3,35518.68,0.19124,0.06842,,,,,,
111.7,9.309,35490.55,0.19161,0.06843,,,,,,
111.8,9.317,35434.1,0.19197,0.06843,,,,,,
111.9,9.325,35385.99,0.19232,0.06843,,,,,,
112,9.334,35342.16,0.19268,0.06843,,,,,,
112.1,9.342,35322.46,0.19305,0.06843,,,,,,
112.2,9.35,35297.26,0.19341,0.06843,,,,,,
112.3,9.358,35229.43,0.19377,0.06843,,,,,,
112.4,9.367,35195.1,0.19413,0.06843,,,,,,
112.5,9.375,35140.38,0.1945,0.06843,,,,,,
112.6,9.383,35099.38,0.19486,0.06843,,,,,,
112.7,9.392,35065.6,0.19523,0.06843,,,,,,
112.8,9.4,35019.61,0.19558,0.06843,,,,,,
112.9,9.408,34983.88,0.19595,0.06843,,,,,,
113,9.417,34926.9,0.19631,0.06843,,,,,,
113.1,9.425,34886.77,0.19667,0.06843,,,,,,
113.2,9.434,34848.8,0.19703,0.06843,,,,,,
113.3,9.442,34798.25,0.19739,0.06843,,,,,,
113.4,9.45,34756.14,0.19776,0.06843,,,,,,
113.5,9.459,34713.37,0.19812,0.06843,,,,,,
113.6,9.467,34686.65,0.19849,0.06843,,,,,,
113.7,9.475,34636.48,0.19886,0.06843,,,,,,
113.8,9.484,34577.11,0.19923,0.06843,,,,,,
113.9,9.492,34512.73,0.19959,0.06843,,,,,,
114,9.5,34486.61,0.19995,0.06843,,,,,,
114.1,9.508,34453.86,0.20032,0.06843,,,,,,
114.2,9.517,34395.17,0.20068,0.06843,,,,,,
114.3,9.525,34350.59,0.20105,0.06843,,,,,,
114.4,9.534,34283.51,0.20142,0.06843,,,,,,
114.5,9.542,34249.81,0.2018,0.06843,,,,,,
114.6,9.55,34195.8,0.20217,0.06843,,,,,,
114.7,9.558,34141.58,0.20254,0.06843,,,,,,
114.8,9.567,34083.78,0.20292,0.06843,,,,,,
114.9,9.575,34042.32,0.2033,0.06843,,,,,,
115,9.583,33959.37,0.20367,0.06843,,,,,,
115.1,9.592,33895.71,0.20405,0.06843,,,,,,
115.2,9.6,33850.54,0.20443,0.06842,,,,,,
115.3,9.609,33753.33,0.20484,0.06842,,,,,,
115.4,9.617,33594.2,0.2053,0.06842,,,,,,
115.5,9.625,33237.83,0.20592,0.06841,,,,,,
115.56,9.631,17640.55,0.19867,0.07143,,,,,,
